break,Title,Description,Link,Length,Lecture No.,No. Clicker questions,Book,Sp 2020 Book,Homework Assignment,Review Material,Time per homework,Book Type
/Electricity/Capacitors,Cramer's Rule for Circuit Example - Coefficient Determinant,"Since we now know how to use Cramer's Rule, or using determinants to solve for the unknowns, Prof. Hobbs applies it to the circuit and our three circuit equations from before. What we are solving for are the unknown currents, I0, I1, and I2. This part covers the coefficient matrix determinant.",https://apps.tlt.stonybrook.edu/vq/themmick/176/,11:34:00,17,0,14,7,5,,92:23:00,Class
/Electricity/Capacitors,Cramer's Rule for Circuit Example - Constants Determinant,"Since we solved for the denominator in Cramer's Rule, now we need to solve for the determinant matrix for I0, I1, and I2. This is done by taking the constants we found in our simultaneous equations, and plugging them into the I0, I1, or I2 column depending on which determinant we want.",https://apps.tlt.stonybrook.edu/vq/themmick/177/,6:02:00,17,0,14,7,5,,98:25:00,Class
/Magnetism/Magnetic Field,Magnetic Field Lines & Flux,"This new topic is about magnetism. Prof. Hemmick describes magnetic field lines, and how they relate to flux like we already did with Gauss's Law.",https://apps.tlt.stonybrook.edu/vq/themmick/178/,4:52:00,18,0,15,7,6,,4:52:00,Class
/Magnetism/Magnetic Field,Charged Particle in a Magnetic Field,"Prof. Hemmick discusses what happens when you put a charged particle with some non-zero velocity into a magnetic field, for both negative and positive charges. ",https://apps.tlt.stonybrook.edu/vq/themmick/179/,7:10:00,18,1,15,7,6,,12:02:00,Class
/Magnetism/Magnetic Field,Magnetic Force Equation," In order to write a force equation for magnetic force, we must use the cross product of the velocity and magnetic field vectors, multiplied by the charge of the moving particle.",https://apps.tlt.stonybrook.edu/vq/themmick/180/,5:44:00,18,0,15,7,6,,17:46:00,Class
/Magnetism/Magnetic Field,Math of the Right-Hand Rule,"Prof. Hemmick discusses the different methods of multiplying scalars and vectors, and what their results are. He compares multiplying perpendicular parts of vectors (cross product) to multiplying the parallel part of vectors (dot products).",https://apps.tlt.stonybrook.edu/vq/themmick/181/,5:55:00,18,0,15,7,6,,23:41:00,Class
/Magnetism/Magnetic Field,The Right-Hand Rule,"Prof. Hemmick explains the shortcomings of directionality when doing vector multiplication, and introduces how to use the right-hand rule to help determine which direction the resulting vector should move, from a 3D standpoint.",https://apps.tlt.stonybrook.edu/vq/themmick/182/,11:34:00,18,0,15,7,6,,35:15:00,Class
/Magnetism/Magnetic Field,Right-Hand Rule Applied,"We apply our new knowledge about right-hand rule to the earlier question, to find which direction the magnetic field vectors go, given the force (F) and the velocity (v). Remember the formula: F = q(v x B).",https://apps.tlt.stonybrook.edu/vq/themmick/183/,9:18:00,18,1,15,7,6,,44:33:00,Class
/Magnetism/Magnetic Field,The Other Right-Hand Rule,"Since there are frequently two depictions of the right-hand rule, Prof. Hemmick explains the difference between the two. The curled fingers are whatever go in the circle, and the thumb is whatever goes in a straight line (be it magnetic field or current).",https://apps.tlt.stonybrook.edu/vq/themmick/184/,1:49:00,18,0,15,7,6,,46:22:00,Class
/Magnetism/Magnetic Field,Walking a Magnetic Field Loop,"As an introduction for next lecture's topic, Prof. Hemmick briefly discusses Ampere's law, which we will outsmart in a similar way to Gauss's Law. ",https://apps.tlt.stonybrook.edu/vq/themmick/185/,3:05:00,18,0,15,7,6,,49:27:00,Class
/Magnetism/Magnetic Field,Brief Review - RHR & Magnetic Force,"From last lecture, Prof. Hemmick covers how to calculate the magnitude and direction of magnetic force given a magnetic field on a charged particle moving in the field. He uses centripetal acceleration to calculate the radius of curvature of the particle's path. ",https://apps.tlt.stonybrook.edu/vq/themmick/186/,6:30:00,19,0,16,7,6,,55:57:00,Class
/Magnetism/Magnetic Field,Magnetic Spectrometer,"Using a charged particle moving in a uniform magnetic field, Prof. Hemmick explains what kind of useful qualities about the particle we can learn from this magnetic spectrometer, via the radius of curvature formula we calculated before.",https://apps.tlt.stonybrook.edu/vq/themmick/187/,7:05:00,19,1,16,7,6,,63:02:00,Class
/Magnetism/Magnetic Field,Magnetic Field from Moving Charges,Moving charged particles are important for everyday life. Prof. Hemmick does some reformulation to show that magnetic force from a single charge is actually the same as magnetic force from a bunch of moving charges (current!). ,https://apps.tlt.stonybrook.edu/vq/themmick/188/,3:42:00,19,0,16,7,6,,66:44:00,Class
/Magnetism/Magnetic Field,Wire in a Magnetic Field,"Prof. Hemmick draws a wire loop in a uniform magnetic field, and shows what happens to the current. He shows that the net force on the object turns out to be zero, but the net torque is not zero.",https://apps.tlt.stonybrook.edu/vq/themmick/189/,9:30:00,19,0,16,7,6,,76:14:00,Class
/Magnetism/Magnetic Field,Torque and Magnetic Moment,"We look to explain the torque shown in the last section with a formula, so Prof. Hemmick introduces magnetic moment, which is the current that we got from the magnetic field, times the area vector.",https://apps.tlt.stonybrook.edu/vq/themmick/190/,7:04:00,19,1,16,7,6,,83:18:00,Class
/Magnetism/Magnetic Field,Review - Consequences of Magnetic Field,"Prof. Hemmick reviews the consequences of a magnetic field, which are magnetic force, torque, and magnetic moment.",https://apps.tlt.stonybrook.edu/vq/themmick/191/,3:02:00,19,0,16,7,6,,86:20:00,Class
/Magnetism/Magnetic Field,Review - Sources of Magnetic Field,"Prof. Hemmick reviews that the net flux of magnetic field through a closed surface must be zero. Additionally, we review the right hand rule for current which is a source of magnetic field.",https://apps.tlt.stonybrook.edu/vq/themmick/192/,1:57:00,19,1,16,7,6,,88:17:00,Class
/Magnetism/Magnetic Field,Ampere's Law,"From last class, we go over the Ampere's Law formula briefly explained. In this example, we follow the field (a circular path) of length L, and determine how much current passes through this closed circle. Additionally, he alters the example to change I_in (current inside the loop).",https://apps.tlt.stonybrook.edu/vq/themmick/193/,9:52:00,19,0,16,7,6,,98:09:00,Class
/Magnetism/Magnetic Field,Magnetism Formula Review,"Prof. Hemmick briefly reviews the two magnetic force formulas that we have learned so far (F = q(v x B) = I(L x B)). Additionally, he reviews magnetic torque and magnetic moment, and Ampere's Law from last lecture.",https://apps.tlt.stonybrook.edu/vq/themmick/194/,4:19:00,20,0,17,7,6,,102:28:00,Class
/Magnetism/Magnetic Field,Current & Magnetic Field Problem,"Prof. Hemmick derives the direction of the magnetic field. We cover another current and magnetic field example, where we examine what would happen when we split the current into infinitesimally small pieces. ",https://apps.tlt.stonybrook.edu/vq/themmick/195/,10:07:00,20,2,17,7,6,,112:35:00,Class
/Magnetism/Magnetic Field,Brief - Biot-Savart,"We look at the magnetic field as a result of electric current, in terms of the length, direction, and proximity of the electric current.  ",https://apps.tlt.stonybrook.edu/vq/themmick/196/,4:39:00,20,0,17,7,6,,117:14:00,Class
/Magnetism/Magnetic Field,Field Contribution Demonstration,"Prof. Hemmick demonstrates with himself and a drawing of himself the contributions to electric field which particular points on a current loop make, at point P.",https://apps.tlt.stonybrook.edu/vq/themmick/197/,13:38:00,20,0,17,7,6,,130:52:00,Class
/Magnetism/Magnetic Field,Solving Biot-Savart,Using what we've learned about simplifying the Biot-Savart integral to find the magnetic field. We pick the cylindrical coordinate system to make the calculations easier.,https://apps.tlt.stonybrook.edu/vq/themmick/198/,7:28:00,20,0,17,7,6,,138:20:00,Class
/Magnetism/Faraday's Law,Intro to Faraday's Law,Prof. Hemmick gives a brief introduction of Faraday's Law in the context of the rate of change of magnetic flux. Magnetic flux on an open circle is not zero! (*NOTE* the Faraday's Law formula (dFlux/dt) at the end of the video should have a negative sign in front!),https://apps.tlt.stonybrook.edu/vq/themmick/199/,7:12:00,20,1,19,9,7,,,Class
/Magnetism/Faraday's Law,Electromagnetic Induction,Prof. Hemmick fixes the Faraday's Law typo from last lecture (it was missing a negative sign) and shows a video about Faraday's Law and Electromagnetic Induction.,https://apps.tlt.stonybrook.edu/vq/themmick/200/,7:54:00,21,0,19,9,7,,,Class
/Magnetism/Faraday's Law,Faraday's Law for Loops,Prof. Hemmick goes over the Faraday's Law formula for a coiled wire.,https://apps.tlt.stonybrook.edu/vq/themmick/201/,7:35:00,21,1,19,9,7,,,Class
/Magnetism/Faraday's Law,Flux Problem for a Coiled Wire,"We do an example problem where we calculate the magnetic flux through a coiled wire in a changing magnetic field, then using that to calculate the voltage on the wire. ",https://apps.tlt.stonybrook.edu/vq/themmick/202/,8:52:00,21,0,19,9,7,,,Class
/Magnetism/Faraday's Law,Sliding Bar - Faraday's Law Problem (part a),"For a loop which changes in size, we go through the steps to calculate flux and voltage on the wire, in order to get a force equation.",https://apps.tlt.stonybrook.edu/vq/themmick/203/,10:19:00,21,0,19,9,7,,,Class
/Magnetism/Faraday's Law,Sliding Bar - Faraday's Law Problem (part b),"Continuing our loop problem, we find the terminal velocity of the bar, which is the moment when the gravitational force downwards is perfectly counteracted by the magnetic force upwards.",https://apps.tlt.stonybrook.edu/vq/themmick/204/,3:52:00,21,0,19,9,7,,,Class
/Magnetism/Faraday's Law,Sliding Bar - Faraday's Law Problem (part c),"Having found the terminal velocity, we calculate the velocity of the bar as a function of time by solving the integrable differential equation. Try for yourself if you can simplify the function!",https://apps.tlt.stonybrook.edu/vq/themmick/205/,10:16:00,21,0,19,9,7,,,Class
/Magnetism/Faraday's Law,What We've Covered - Faraday's Law,"Prof. Hemmick reviews what we have done so far for Faraday's Law: magnetic field changing with time, area changing with time, and now introduces the angle between the magnetic field and area vectors changing with time.",https://apps.tlt.stonybrook.edu/vq/themmick/206/,4:22:00,22,0,19,9,7,,,Class
/Magnetism/Faraday's Law,Rotational Motion for Field & Area,"We introduce the case where the angle between the magnetic field vector and area vector changes with time, and calculate what the change in flux and the voltage would be of such a system. ",https://apps.tlt.stonybrook.edu/vq/themmick/207/,5:35:00,22,0,19,9,7,,,Class
/Magnetism/Faraday's Law,Root-Mean-Square of the Voltage," In order to find the average voltage of a function which changes sinusoidally with time, Prof. Hemmick describes how to take the root-mean-squared of the function in order to meaningfully quantify the ""average"" voltage.",https://apps.tlt.stonybrook.edu/vq/themmick/208/,10:44:00,22,2,19,9,7,,,Class
/Magnetism/Faraday's Law,Anecdote about V_rms - Summary,"Prof. Hemmick talks about his burnt out porch lights, and summarizes the spinning coils in the context of generating electricity.",https://apps.tlt.stonybrook.edu/vq/themmick/209/,3:36:00,22,0,19,9,7,,,Class
/Magnetism/Faraday's Law,Intro to Transformers,"Prof. Hemmick introduces a setup with two coils wrapped around each other, and explains that the magnetic field is shared between the two coils. From this, he can create a proportionality between the input and output voltage, and the number of coils.",https://apps.tlt.stonybrook.edu/vq/themmick/210/,8:09:00,22,1,19,9,7,,,Class
/Magnetism/Faraday's Law,Average Power,"Prof. Hemmick explains a bit more about how transformers work, and goes through how to calculate the root-mean-square of Power. In general on homeworks, the average power refers to V_rms*I_rms.",https://apps.tlt.stonybrook.edu/vq/themmick/211/,7:31:00,22,0,19,9,7,,,Class
/Magnetism/Faraday's Law,Intro to Lenz Law,Prof. Hemmick briefly explains how a coil with current and the resulting magnetic field change it's current direction in order to oppose change in magnetic field.,https://apps.tlt.stonybrook.edu/vq/themmick/212/,5:46:00,22,0,19,9,7,,101:43:00,Class
/Midterm 2 ,Administrivia for Midterm 2,"This video contains important information about Midterm 2. Only a NON-Graphing calculator may be used during the exam, and if you are in need of an off-campus testing center, the Google form should be filled out in advance.",https://apps.tlt.stonybrook.edu/vq/themmick/395/,2:27:00,23,0,18,8,,M2,,Class
/Midterm 2/Review,Review - Biot-Savart (part a),"Prof. Hemmick reviews how to get the magnetic field from a collection of currents, broken into infinitely many, infinitesimally small pieces which are summed over. ",https://apps.tlt.stonybrook.edu/vq/themmick/213/,4:14:00,23,0,18,8,,M2,,Class
/Midterm 2/Review,Review - Biot-Savart (part b),"Prof. Hemmick explains the ""cross s hat"" portion of Biot-Savart integral and how to solve, as well as reviews the right-hand rule to find magnetic field from current. ",https://apps.tlt.stonybrook.edu/vq/themmick/214/,8:13:00,23,6,18,8,,M2,,Class
/Midterm 2/Review,Review - More Magnetic Field Lines,"We examine our two currents connected as a ring of current with a radius a, and examine the surviving magnetic field at a point away from the ring, P.",https://apps.tlt.stonybrook.edu/vq/themmick/215/,8:58:00,23,0,18,8,,M2,,Class
/Midterm 2/Review,"Review - Solving ""Cross S Hat""","In order to build our Biot-Savart integral for the ring of current, we must use what we've reviewed to calculate the surviving direction of our magnetic field.",https://apps.tlt.stonybrook.edu/vq/themmick/216/,8:57:00,23,0,18,8,,M2,,Class
/Midterm 2/Review,Review - An Easier Biot-Savart Problem,"Prof. Hemmick goes over an easier Biot-Savart, which we can outsmart by thinking which magnetic fields cancel.",https://apps.tlt.stonybrook.edu/vq/themmick/217/,5:51:00,23,1,18,8,,M2,36:13:00,Class
/Magnetism/Faraday's Law,Intro to Inductance,"Prof. Hemmick works through how to calculate the voltage on a coiled system using Faraday's Law, and ends by generalizing the function to define inductance.",https://apps.tlt.stonybrook.edu/vq/themmick/218/,9:01:00,24,0,20,10,8,,9:01:00,Class
/Magnetism/Faraday's Law,Voltage of the Circuit Elements,"Prof. Hemmick compares the voltage formulas for capacitors, resistors, and inductors. The reason we do this is to show that the voltage of these components are all, in some way, related to the current through the system.",https://apps.tlt.stonybrook.edu/vq/themmick/219/,5:37:00,24,0,20,10,8,,14:38:00,Class
/Magnetism/Faraday's Law,An RC & RL Circuit," Prof. Hemmick sketches and explains Kirchoff's Laws using a resistor-capacitor (RC) circuit, and a resistor-inductor (RL) circuit.",https://apps.tlt.stonybrook.edu/vq/themmick/220/,4:34:00,24,1,20,10,8,,19:12:00,Class
/Magnetism/Faraday's Law,Differential & Integral Equations,"Prof. Hemmick goes over differential and Integral equations, as well as switching between the two. ",https://apps.tlt.stonybrook.edu/vq/themmick/221/,3:18:00,24,0,20,10,8,,22:30:00,Class
/Magnetism/Faraday's Law,Families of Curves,"In order to describe our circuit systems, Prof. Hemmick introduces two new families, of curves: exponential decay and saturation curves.",https://apps.tlt.stonybrook.edu/vq/themmick/222/,9:21:00,24,0,20,10,8,,31:51:00,Class
/Magnetism/Faraday's Law,Transients,"Prof. Hemmick explains what transients are in the context of circuits, as a transition from one state to another. ",https://apps.tlt.stonybrook.edu/vq/themmick/223/,6:16:00,24,0,20,10,8,,38:07:00,Class
/Magnetism/Faraday's Law,Plotting Relationships in RC Circuits,"For and RC circuit, we plot the voltage over the resistor and capacitor as a function of time, as well as the charge and current with time. ",https://apps.tlt.stonybrook.edu/vq/themmick/224/,8:05:00,24,0,20,10,8,,46:12:00,Class
/Magnetism/Faraday's Law,The Three Stooges Circuit,"A battery-less circuit begins with a charged capacitor and a resistor, and when the switch closes it begins to discharge, following the curves we described earlier.",https://apps.tlt.stonybrook.edu/vq/themmick/225/,4:26:00,24,0,20,10,8,,50:38:00,Class
/Magnetism/Faraday's Law,More on Transients,"Showing an RL circuit, Prof. Hemmick continues the discussion about transient circuits, which change depending on the opening and closing of the switch. ",https://apps.tlt.stonybrook.edu/vq/themmick/226/,7:15:00,25,0,20,10,8,,57:53:00,Class
/Magnetism/Faraday's Law,Plotting RL Transient Qualities,"Starting from the transient circuit plots from last lecture, Prof. Hemmick plots the voltage over the resistor, over the inductor (L), and the current through the system. ",https://apps.tlt.stonybrook.edu/vq/themmick/227/,5:00:00,25,0,20,10,8,,62:53:00,Class
/Magnetism/Faraday's Law,Interrupting Current to RL Circuits,"We've covered closing the circuit and increasing the current to an RL circuit, and now we discuss what happens when the current is interrupted.",https://apps.tlt.stonybrook.edu/vq/themmick/228/,7:02:00,25,0,20,10,8,,69:55:00,Class
/Magnetism/Faraday's Law,Summarizing Math of Transients,"Prof. Hemmick does a quick review of the type of analysis and mathematics we used in our transient circuit analysis, for RL (resistor-inductor) and RC (resistor-capacitor) circuits. ",https://apps.tlt.stonybrook.edu/vq/themmick/229/,3:32:00,25,0,20,10,8,,73:27:00,Class
/Magnetism/Faraday's Law,Intro to AC Circuit Theory,"In order to introduce AC Circuit Theory, Prof. Hemmick builds a circuit with an AC source, resistor, capacitor, and inductor. He covers the type of voltage which comes from a basic AC source, and the resulting current with its integral and derivative. ",https://apps.tlt.stonybrook.edu/vq/themmick/230/,8:42:00,25,1,21,10,8,,82:09:00,Class
/Magnetism/Faraday's Law,Phasors,"Using the same circuit as before and our formulas for voltage (using current!), we write the voltage for the resistor, capacitor, and inductor. Additionally, Prof. Hemmick introduces phasors, which is very similar to vector addition, but in this case used for AC Circuit Theory. ",https://apps.tlt.stonybrook.edu/vq/themmick/231/,11:31:00,25,0,21,10,8,,93:40:00,Class
/Magnetism/Faraday's Law,Summarizing AC Circuit Theory,"Prof. Hemmick creates a table which lists the important aspects of AC Circuit Theory, such as impedance, phase of impedance, and the ""arrow."" for resistors, capacitors, and inductors. ",https://apps.tlt.stonybrook.edu/vq/themmick/232/,5:22:00,25,0,21,10,8,,99:02:00,Class
/Opening Videos,First Image of a Black Hole, ,https://apps.tlt.stonybrook.edu/vq/themmick/233/,1:46:00,26,0,21,10,8,,100:48:00,Class
/Circuits/Circuit Theory,AC Circuit Theory - What We've Learned,"From last lecture, Prof. Hemmick makes the AC Circuit theory table again, explaining why we use sines and cosines to describe our circuit elements.",https://apps.tlt.stonybrook.edu/vq/themmick/234/,9:57:00,26,0,21,10,8,,110:45:00,Class
/Circuits/Circuit Theory,Examining Impedance,"Expanding the AC Circuit Theory table, we add two more columns for where, for resistors, inductors, and capacitors, the impedance is zero, and where the impedance is infinite. ",https://apps.tlt.stonybrook.edu/vq/themmick/235/,3:33:00,26,0,21,10,8,,114:18:00,Class
/Circuits/Circuit Theory,DC Circuit Analysis,"We examine a DC circuit with two resistors in series, and look at its total resistance, total current, voltages over the two resistors individually, and voltage behaviors given resistor qualities. ",https://apps.tlt.stonybrook.edu/vq/themmick/236/,5:50:00,26,1,21,10,8,,120:08:00,Class
/Circuits/Circuit Theory,Filter Circuit,"Using the Circuit Theory table for impedance, we examine what happens to the impedance of the circuit at different frequencies for RC and RL circuits. A second circuit can be driven from the circuits shown, depending on over which circuit element you draw power from and which frequencies are passed through.",https://apps.tlt.stonybrook.edu/vq/themmick/237/,8:14:00,26,2,21,10,8,,128:22:00,Class
/Circuits/Circuit Theory,Car Stereo,Prof. Hemmick tells a story of his high school days where having a filter circuit was important for his car's stereo. ,https://apps.tlt.stonybrook.edu/vq/themmick/238/,4:39:00,26,0,21,10,8,,133:01:00,Class
/Circuits/Circuit Theory,RL Circuit Analysis (part a),"Using the table, we solve for the impedance and phase of the given RL circuit.",https://apps.tlt.stonybrook.edu/vq/themmick/239/,4:10:00,26,0,21,10,8,,137:11:00,Class
/Circuits/Circuit Theory,RL Circuit Analysis (part b),"Continuing the analysis, we find the current, voltages, and corresponding phases important for RL circuit analysis. ",https://apps.tlt.stonybrook.edu/vq/themmick/240/,10:06:00,26,0,21,10,8,,147:17:00,Class
/Circuits/Circuit Theory,RLC Circuits,"The RLC circuit, covered in a review video, is briefly introduced at the end of this lecture. For more information about RLC circuits, watch the review video!",https://apps.tlt.stonybrook.edu/vq/themmick/241/,2:03:00,26,0,21,10,8,,149:20:00,Class
/Maxwell/Maxwell's Equations,Intro to Maxwell's Equations,"Prof. Hemmick begins writing Maxwell's equations from what we've learned from Gauss's Law, Ampere's Law, and Faraday's Law. He also explains why Ampere's Law is incomplete.",https://apps.tlt.stonybrook.edu/vq/themmick/242/,10:02:00,27,0,22,11,9,,,Class
/Maxwell/Maxwell's Equations,Fixing Ampere's Law,"Because there is no current between capacitor plates, Ampere's Law is incomplete and needs to be fixed. This is done by adding a displacement current. Additionally, Prof. Hemmick talks about self-supporting electric and magnetic field in the absence of charge.",https://apps.tlt.stonybrook.edu/vq/themmick/243/,8:21:00,27,0,22,11,9,,,Class
/Maxwell/Maxwell's Equations,Why Does Maxwell Get the Credit?,"Prof. Hemmick discusses more about electric and magnetic fields together in a codependent relationship. With one thought experiment, we combined electricity, magnetism, and optics into one topic. ",https://apps.tlt.stonybrook.edu/vq/themmick/244/,9:00:00,27,1,22,11,9,,,Class
/Maxwell/Maxwell's Equations,Electromagnetic Waves,"Prof. Hemmick explains the formula for how much energy is in an electromagnetic wave, by examining a new term (u) called ""energy density.""",https://apps.tlt.stonybrook.edu/vq/themmick/245/,6:23:00,27,0,22,11,9,,,Class
/Maxwell/Maxwell's Equations,Intensity of EM Waves,We introduce the intensity of an electromagnetic wave.,https://apps.tlt.stonybrook.edu/vq/themmick/246/,5:59:00,27,1,22,11,9,,,Class
/Maxwell/Maxwell's Equations,Radiation Pressure,"Light can deliver energy by transferring momentum, which is done either by absorbing or reflecting the light. This is called radiation pressure. ",https://apps.tlt.stonybrook.edu/vq/themmick/247/,9:45:00,27,0,22,11,9,,,Class
/Maxwell/Maxwell's Equations,What We've Learned - EM Waves,"Prof. Hemmick briefly reviews what we learned about EM waves from last lecture (specifically, energy density and the relationship between electric and magnetic field), and introduces the Poynting Vector.",https://apps.tlt.stonybrook.edu/vq/themmick/248/,6:47:00,28,1,22,11,9,,56:17:00,Class
/Maxwell/Maxwell's Equations,Polarizations,"Prof. Hemmick discusses what it means for light to be polarized or unpolarized, by drawing an example of the electric field vector for traveling light (an EM wave).",https://apps.tlt.stonybrook.edu/vq/themmick/249/,6:14:00,28,0,23,12,10,,,Class
/Maxwell/Maxwell's Equations,Polaroids & Malus's Law," We go over a material (often a film on a lens) called a ""polaroid,"" which determines which polarizations of electric field are allowed through. Prof. Hemmick derives Malus's Law, which defines the intensity of light allowed through these films, depending on the transmission axis of the light and the film.",https://apps.tlt.stonybrook.edu/vq/themmick/250/,8:46:00,28,1,23,12,10,,,Class
/Maxwell/Maxwell's Equations,Constructive & Destructive Interference,We briefly review the methods by which we get constructive and destructive interference in waves.,https://apps.tlt.stonybrook.edu/vq/themmick/251/,5:53:00,28,0,23,12,10,,,Class
/Maxwell/Maxwell's Equations,Thin Film - Light Vectors,Prof. Hemmick outlines a problem with incident light upon a thin film of oil resting on water.,https://apps.tlt.stonybrook.edu/vq/themmick/252/,5:10:00,28,0,23,12,10,,,Class
/Maxwell/Maxwell's Equations,Thin Film - Index of Refraction,"Using what we know about Maxwell's Equations, Snell's Laws, and dielectrics, we adjust our equations to find the speed of light in our medium. ",https://apps.tlt.stonybrook.edu/vq/themmick/253/,5:14:00,28,0,23,12,10,,,Class
/Maxwell/Maxwell's Equations,Thin Film - Marching Band,Prof. Hemmick uses a marching band analogy to explain why happens to frequency and wavelength as light waves pass through to a medium (thin film) with an index of refraction that causes light to slow. ,https://apps.tlt.stonybrook.edu/vq/themmick/254/,8:18:00,28,1,23,12,10,,,Class
/Maxwell/Maxwell's Equations,Thin Film - Snell's Law,"Using the geometry of the problem, we begin a derivation of Snell's Law of Refraction.",https://apps.tlt.stonybrook.edu/vq/themmick/255/,3:12:00,28,0,23,12,10,,,Class
/Maxwell/Maxwell's Equations,Thin Film - What We've Learned,"Prof. Hemmick goes over what we covered for the thin film problem, including the velocity of the wave depending on the index of refraction, and the derivation of Snell's Law. ",https://apps.tlt.stonybrook.edu/vq/themmick/256/,4:44:00,29,0,23,12,10,,,Class
/Maxwell/Maxwell's Equations,More on Index of Refraction,"Prof. Hemmick reviews index of refraction by creating a few different scenarios and applying Snell's Law, and addresses total internal reflection.",https://apps.tlt.stonybrook.edu/vq/themmick/257/,9:08:00,29,2,23,12,10,,,Class
/Maxwell/Maxwell's Equations,Fiber Optics,"Using what we learned about total internal reflection, Prof. Hemmick explains how fiber optics works to deliver information to us, regardless of the light's path inside the fiber.",https://apps.tlt.stonybrook.edu/vq/themmick/258/,7:00:00,29,0,23,12,10,,,Class
/Maxwell/Maxwell's Equations,Mirage,Prof. Hemmick explains what about air density and sunlight causes a mirage.,https://apps.tlt.stonybrook.edu/vq/themmick/259/,7:47:00,29,0,23,12,10,,,Class
/Maxwell/Maxwell's Equations,Thin Film - More Snell's Law,"Prof. Hemmick continues with the Snell's Law discussion of thin films, and introduces the table for constructive and destructive interference given the incoming wavelength and the width of the film. He shows where the film is constructive at an even number of flips.",https://apps.tlt.stonybrook.edu/vq/themmick/260/,10:28:00,29,1,23,12,10,,,Class
/Maxwell/Maxwell's Equations,Thin Film - Flipping,"Depending on the index of refraction of the material light is incident on, the wave will flip, or not flip. Prof. Hemmick uses flipping to help explain constructive and destructive interference in the thin film problem. ",https://apps.tlt.stonybrook.edu/vq/themmick/261/,4:53:00,29,0,23,12,10,,,Class
/Maxwell/Maxwell's Equations,Thin Film - Soap Bubble,Prof. Hemmick talks about how he made a soap bubble disappear - before it pops!,https://apps.tlt.stonybrook.edu/vq/themmick/262/,5:42:00,29,0,23,12,10,,,Class
/Optics/Interference,Interference - Flip & Slide,"Prof. Hemmick explains interference with flip and slide, and uses a double slit to explain the interference pattern which comes out of it.",https://apps.tlt.stonybrook.edu/vq/themmick/263/,9:18:00,30,0,23,12,10,,,Class
/Optics/Interference,Labeling our Double Slit,"Prof. Hemmick labels the double slit diagram with important distances and angles, and asks to use or geometric and trigonometric skills to calculate distances and describe the pattern.",https://apps.tlt.stonybrook.edu/vq/themmick/264/,6:46:00,30,2,23,12,10,,,Class
/Optics/Interference,Fraunhofer Approximation,"In order to make the geometry simpler for a double slit problem, we use the Fraunhofer approximation in order to assume that the two paths of light from the slits are parallel to each other.",https://apps.tlt.stonybrook.edu/vq/themmick/265/,5:44:00,30,0,23,12,10,,,Class
/Optics/Interference,d sin(theta),"Prof. Hemmick draws a diffraction pattern and labels it completely with ""d sin(theta)."" There are a few ways to describe the indices of the fringes, frequently numbered with an integer value, and Prof. Hemmick explains why you need to use your brain to describe the location of these fringes instead. ",https://apps.tlt.stonybrook.edu/vq/themmick/266/,10:03:00,30,0,23,12,10,,,Class
/Optics/Interference,Single Slit Diffraction,"In order to describe the single slit diffraction pattern and distinguish it from single slit, Prof. Hemmick talks about infinitely many infinitesimally small slits, summing up to one large single slit. ",https://apps.tlt.stonybrook.edu/vq/themmick/267/,11:35:00,30,0,23,12,10,,,Class
/Optics/Interference,a sin(theta),"Prof. Hemmick describes the peaks of the single slit diffraction depending on the wavelength of the light, the width of the slit, and the angle it reaches the screen. The single slit diffraction pattern can be described as a sinc function. ",https://apps.tlt.stonybrook.edu/vq/themmick/268/,8:06:00,30,0,23,12,10,,,Class
/Optics/Interference,Comments on Interference - Sliding & Phase,"Closing up the interference unit, we review sliding and phase for our light waves. ",https://apps.tlt.stonybrook.edu/vq/themmick/269/,6:03:00,31,0,23,12,10,,,Class
/Optics/Interference,Comments on Interference - Single Slit,"We review the single slit intensity formula, and where the single slit creates light and dark fringes according to the formula. ",https://apps.tlt.stonybrook.edu/vq/themmick/270/,7:18:00,31,0,23,12,10,,,Class
/Optics/Interference,Comments on Interference - Double Slit,"We review the double slit intensity formula, as well as its limits for certain slit lengths and wavelengths. ",https://apps.tlt.stonybrook.edu/vq/themmick/271/,7:15:00,31,0,23,12,10,,164:37:00,Class
/Optics/Geometrical Optics,Intro to Geometrical Optics,"We begin discussing the topic of geometrical optics, by describing a light wave incident on a conducting surface, and what happens to the electric field inside such surface. Prof. Hemmick also asks to describe the angle of incidence and reflection.",https://apps.tlt.stonybrook.edu/vq/themmick/272/,5:05:00,31,1,24,13,11,,5:05:00,Class
/Optics/Geometrical Optics,Review on Reflection & Refraction,"To continue the discussion about Geometrical Optics, we do a quick review of waves incident on a material with a different index of refraction.",https://apps.tlt.stonybrook.edu/vq/themmick/273/,9:48:00,31,2,24,13,11,,14:53:00,Class
/Optics/Geometrical Optics,Images & 3D Glasses,"Prof. Hemmick explains why store clerks use rounded mirrors in their stores, and how 3D glasses work at the movie theatre.",https://apps.tlt.stonybrook.edu/vq/themmick/274/,6:49:00,31,0,24,13,11,,21:42:00,Class
/Optics/Geometrical Optics,Images - Mirrors & Lenses,"As an introduction for next lecture, Prof. Hemmick explains why he will be teaching objects and images of mirrors and lenses at the same time, and why the same rules apply. ",https://apps.tlt.stonybrook.edu/vq/themmick/275/,7:55:00,31,0,24,13,11,,29:37:00,Class
