Folder,Title,Description,Link,Length,Lecture No.,No. Clicker questions,Book,Book Type,Homework Assignment,Review Material,Book Length
/Energy and Momentum/Momentum,Impulse and Momentum,"Using our deduction of a system, we write impulse in a more useful way by considering its relationship to momentum.",,,18,,11,Lecture,7,,
/Energy and Momentum/Momentum,Ideal Collisions,We apply our new knowledge of impulse to study ideal collisions.,,,18,,11,Lecture,7,,
/Energy and Momentum/Momentum,An Example of Collision -- Statement,Prof. Hemmick shares an anecdote to motivate the study of collisions.,,,18,,11,Lecture,7,,
/Energy and Momentum/Momentum,An Example of Collision -- Calculation,We make a calculation for the mentioned example using the relationship between impulse and momentum.,,,18,,11,Lecture,7,,
/Exam Info/Midterm 1,Regrading Policy,Prof. Hemmick shares information on policy regarding grading errors. Note that this is from a past semester; check Blackboard for any discrepancies.,,,19,,8,Lecture,m1,,
/Energy and Momentum/Momentum,Revisiting the Car Problem,"We revisit the car problem from last class, adding in considerations of friction.",,,19,,12,Lecture,7,,
/Energy and Momentum/Momentum,Time and Ideal Collisions,"In reaction to answers to a question, Prof. Hemmick explains why time has to approach zero in an idealized collision.",,,19,,12,Lecture,7,,
/Energy and Momentum/Energy and Momentum,Using Momentum and Energy,We finish the car problem by adding considerations of both energy and momentum to calculate the velocities of each car.,,,19,,12,Lecture,7,,
/Energy and Momentum/Energy and Momentum,Questions and Answers,Prof. Hemmick answers some questions regarding the preceding calculation.,,,19,,12,Lecture,7,,
/Energy and Momentum/Energy and Momentum,Deciding When to Use What,Prof. Hemmick explains how to decide when to use energy and momentum in a problem.,,,19,,12,Lecture,7,,
/Energy and Momentum/Collisions,Deriving an Equation for Elastic Collisions,We derive an equation for simplifying 1D elastic collisions.,,,19,,12,Lecture,7,,
/Energy and Momentum/Collisions,Review of Collisions,We review the basic concept of analyzing collisions from last class: look at quantities directly before and directly after collision.,,,20,,12,Lecture,7,,
/Energy and Momentum/Collisions,Review of Elastic Collisions,We further review the equation derived last class for the specific example of 1-dimensional elastic collisions.,,,20,,12,Lecture,7,,
/Energy and Momentum/Collisions,Breaking Down Equations,No we physically interpret the equation for 1D elastic collisions.,,,20,,12,Lecture,7,,
/Energy and Momentum/Collisions,A Practical Consideration,"From our analysis, we need two equations to solve problems, but have three choices. Prof. Hemmick walks through practical considerations on which equations to use.",,,20,,12,Lecture,7,,
/Rotational Mechanics/Introduction,A New Type of Problem,So far we've learned about mechanics when a system is moving in some translational motion; what about the case where an object is in rotation?,,,20,,13,Lecture,8,,
/Rotational Mechanics/Kinematics,Units in Rotational Problems,"Angular quantities are defined completely analogously to translational quantities, but oftentimes people find them more difficult. Prof. Hemmick explains the main difference in these types of problems.",,,20,,13,Lecture,8,,
/Rotational Mechanics/Kinematics,Constant Alpha,"Before, we saw constant acceleration led to simplifications in equations of motion; constant angular acceleration is no different.",,,20,,13,Lecture,8,,
/Rotational Mechanics/Kinematics,Recap of Rotational Kinematics,We quickly review what we learned from last class about rotational kinematics. We also think about what makes rotational problems harder.,,,21,,13,Lecture,8,,
/Rotational Mechanics/Energy,Next Thing to do,"Previously, we've learned about kinematics, force, energy, and momentum. Prof. Hemmick explains why we investigate energy next.",,,21,,13,Lecture,8,,
/Rotational Mechanics/Energy,The Problem,"There's a small twist in figuring out kinetic energy: the translational velocity of a point is dependent on its radius from the axis of rotation. However, the angular velocity is the same at all points.",,,21,,13,Lecture,8,,
/Rotational Mechanics/Energy,Kinetic Energy Formula,We take our observations into consideration and derive a formula for kinetic energy.,,,21,,13,Lecture,8,,
/Rotational Mechanics/Energy,Moment of Inertia,"In our formula for kinetic energy, we notice the formula actually depends on m_i r_i instead of just m_i. This leads us to defining the moment of inertia, discussing how it gets its name.",,,21,,13,Lecture,8,,
/Rotational Mechanics/General,General Difficulties,We've now introduced a new difficulty in studying rotational problems. We recap what makes these problems more difficult.,,,21,,13,Lecture,8,,
/Rotational Mechanics/General,Useful Moments,"For now, there are a few shapes which we'll memorize the moment of inertia for. Prof. Hemmick introduces these.",,,21,,13,Lecture,8,,
/Rotational Mechanics/Energy,Pinewood Derby,"As a motivating example, Prof. Hemmick talks about a key to Pinewood Derby competitions.",,,21,,13,Lecture,8,,
/Rotational Mechanics/Energy,Importance of Moments,"In Pinewood Derby competitions, solid wheels is a key. We make a quick calculation to show how this small difference in moment of inertia makes such a big difference.",,,21,,13,Lecture,8,,
/Rotational Mechanics/Energy,Recap of Energy,We recap what we covered last class regarding rotational problems.,,,22,,14,Lecture,8,,
/Rotational Mechanics/Moment of Inertia,Moments we Know,"We already know a few moments of inertia by memorization, as well as how to calculate point mass objects.",,,22,,14,Lecture,8,,
/Rotational Mechanics/Moment of Inertia,Continuous Mass Distribution,We set up the integral for I under continuous mass distribution.,,,22,,14,Lecture,8,,
/Rotational Mechanics/Moment of Inertia,Parallel Axis Theorem,"Prof. Hemmick explains the parallel axis theorem, another way to find I.",,,22,,14,Lecture,8,,
/Rotational Mechanics/Moment of Inertia,Composite Object,Prof. Hemmick explains the final of the five ways to find I.,,,22,,14,Lecture,8,,
/Rotational Mechanics/Moment of Inertia,What is Integration,We take a critical view of what integration fundamentally is.,,,22,,14,Lecture,8,,
/Rotational Mechanics/Moment of Inertia,Calculating Examples,We recover the example of the moment of inertia of a rod from the end and center using the integral formula. A problem on the second midterm will be a similar example.,,,22,,14,Lecture,8,,
/Rotational Mechanics/Moment of Inertia,Recap of I,"We recap what we've learned about the moment of inertia, including the five ways to find it.",,,23,,14,Lecture,8,,
/Rotational Mechanics/Torque,Introduction to Torque,Prof. Hemmick shows off a feat of strength to motivate the study of torque.,,,23,,14,Lecture,8,,
/Rotational Mechanics/Torque,Equation for Torque --Magnitude,Prof. Hemmick derives the equation for magnitude of torque.,,,23,,14,Lecture,8,,
/Rotational Mechanics/Torque,Equation for Torque -- Direction,"Prof. Hemmick discusses the mathematical formulation of direction for torque, as well as the convention we'll use in this class.",,,23,,14,Lecture,8,,
/Rotational Mechanics/Torque,Practicing with Yoyos -- FBD,"Using our new knowledge of torque, we think about a yoyo as our first example problem. In this video, we set up the free body diagrams.",,,23,,14,Lecture,8,,
/Rotational Mechanics/Torque,Practicing with Yoyos -- Equations,"After setting up free body diagrams, we set up equations for the problem.",,,23,,14,Lecture,8,,
/Rotational Mechanics/Torque,In Motion and Stationary,"A lot of textbooks split the cases where we're stationary and moving in the sum of torques equation, but they're really the same thing!",,,23,,14,Lecture,8,,
/Rotational Mechanics/Torque,Recap of Torque,We recap what we learned about torque last lecture.,,,24,,14,Lecture,8,,
/Rotational Mechanics/Torque,Diving Board -- Intro,We set up a classic problem in studying torque by looking at the torques of someone on a diving board. In this video we discuss some underlying principles in this problem.,,,24,,14,Lecture,8,,
/Rotational Mechanics/Torque,Diving Board -- Solving,"Using the underying principles we just discussed, we set up a free-body diagram and solve the problem.",,,24,,14,Lecture,8,,
/Rotational Mechanics/Torque,Ladder Problem -- FBD,Another classical problem in studying torque is the torques on a ladder. In this video we set up the free-body diagram for such a problem.,,,24,,14,Lecture,8,,
/Rotational Mechanics/Torque,Ladder Problem -- Solving,We use the setup from the last video to solve the ladder problem.,,,24,,14,Lecture,8,,
/Rotational Mechanics/Angular Momentum,Intro to Angular Momentum,"The last translational quantity we have yet to convert to an angular case is momentum. The story is much the same, we'll just end up replacing mass with the moment of inertia!",,,24,,15,Lecture,9,,
/Rotational Mechanics/Angular Momentum,Plate Spinning,"We solve a basic example problem by thinking about a performer spinning a plate, and what would happen if mass got added at some point.",,,24,,15,Lecture,9,,
/Rotational Mechanics/Angular Momentum,Changing I,Prof. Hemmick demonstrates what happens to angular velocity when we change the moment of inertia thanks to conservation of angular momentum.,,,24,,15,Lecture,9,,
/Exam Info/Midterm 2,Midterm 2 Topics (OLD),"Prof. Hemmick goes over Midterm 2 Topics. NOTE: This is a recording from a prior semester, information may vary. Be sure to check Blackboard to verify correct information!",,,25,,17,Lecture,m2,,
/Exam Info/Midterm 2,Remote Exams (Some Online Students),Some online students may opt to take the exam remotely at a testing center. This is a review of the information covered last lecture.,,,25,,17,Lecture,m2,,
/Exam Info/Midterm 2,Review Sessions,"In the past, Prof. Hemmick hosted 8-hour review sessions, which were recorded and placed online. You can find these on Blackboard.",,,25,,17,Lecture,m2,,
/Exam Info/Midterm 2,More Remarks on MT2,"Prof. Hemmick makes some final remarks and fields a few questions regarding midterm 2. Once again, this is from a prior semester, so be sure to check Blackboard for the newest information.",,,25,,17,Lecture,m2,,
/Rotational Mechanics/Angular Momentum,One Final Problem,"In the interest of time, we won't do any more problems on angular momentum in class. However, Prof. Hemmick (highly) recommends looking at a particular extra credit video dealing with angular momentum.",,,25,,17,Lecture,m2,,
/Fluids,Continuum vs Discrete,"So far, we've delt with discrete mechanics, i.e. mechanics of some number of objects. We compare this situation to that of continuum mechanics, where quantities are properties of a continuous ""stream.""",,,25,,15,Lecture,9,,
/Fluids,Bernoulli's Equation,"Using our knowledge of energy and discussion of continuum mechanics, we derive Bernoulli's equation, an equation relating pressures, densities, and velocities.",,,25,,15,Lecture,9,,
/Fluids,Pascal's Law,"Oftentimes in intro physics textbooks, discussions of fluids will begin with Pascal's Law. Prof. Hemmick discusses that this is simply a triviality of Bernoulli's equation.",,,25,,15,Lecture,9,,
/Fluids,Digesting Bernoulli's Equation,We've shown Bernoulli's equation relates pressure and velocity. We think physically about what this actually means in a number of examples.,,,25,,15,Lecture,9,,
/Fluids,Flex Seal Demo,Later this lecture we'll explore Archimedes' Principle the the bouyant force. Here's a cool boat floating.,,,26,,16,Lecture,9,,
/Exam Info/Midterm 2,Midterm 2 Info Again (OLD),"Prof. Hemmick gives a rapid-fire review of information regarding midterm 2 from last class. NOTE: This was recorded in a prior semester, so information may be different. Be sure to check Blackboard for the most accurate information regarding this semester's exam.",,,26,,17,Lecture,m2,,
/Fluids,Recap of Bernoulli's Equation,"We review Bernoulli's equation from last lecture, and some applications between how it relates velocity and pressure.",,,26,,16,Lecture,9,,
/Fluids,Spinning Balls,"As it turns out, a lot of sports are interesting precisely because of Bernoulli's principle -- it's what allows balls to curve! We examine the relationship between spin on a ball and its trajectory, sometimes called the ""Magnus effect.""",,,26,,16,Lecture,9,,
/Fluids,More Examples,"We consider a few more applications of Bernoulli's equation. For example, consider blowing air through two pieces of paper: what happens to the distance between them?",,,26,,16,Lecture,9,,
/Fluids,Continuity Equations,There's one thing missing from Bernoulli's equation: conservation of mass. We add it here to derive the continuity equations.,,,26,,16,Lecture,9,,
/Fluids,Archimedes' Principle,"Archimides' is said to have figured out the relationship between the bouyant force on an object and the water it displaces over 2,000 years ago. We derive his result using our more modern tools.",,,26,,16,Lecture,9,,
/Fluids,Roth Regatta,"An example application of Archimedes' principle is to the bouyant force of a boat. Prof. Hemmick shares stories of Roth Regatta, and a common mistake while calculating the bouyant force using Archimedes' principle.",,,26,,16,Lecture,9,,
/Exam Info/Midterm 2,Midterm 2 Info Once Again (OLD),"Prof. Hemmick gives a rapid-fire review of information regarding midterm 2 from last class. NOTE: This was recorded in a prior semester, so information may be different. Be sure to check Blackboard for the most accurate information regarding this semester's exam.",,,27,,17,Lecture,m2,,
/Simple Harmonic Motion,Intro to SHM,"Prof. Hemmick explains a road-map for the way we'll learn simple harmonic motion, which is when we have some force such that F = -kx.",,,27,,18,Lecture,10,,
/Simple Harmonic Motion,Equation for SHM -- DEs,"In order to find a general solution to the equations of simple harmonic motion, we can't avoid calculus. More specifically, we'll require a brief excursion into differential equations.",,,27,,18,Lecture,10,,
/Simple Harmonic Motion,Equation for SHM -- Solving,"After our discussion of differential equations, we solve for the general solution in simple harmonic motion, sinusoidal functions.",,,27,,18,Lecture,10,,
/Simple Harmonic Motion,Relating Variables,"Now that we have an expression for x, v, and a, we can figure out the relationships between them.",,,27,,18,Lecture,10,,
/Simple Harmonic Motion,General Cases,"We make some general observations about SHM, and get a look forward into some cases where SHM appears.",,,27,,18,Lecture,10,,
/Exam Info/Midterm 2 Info,More Midterm 2 Info (OLD),"Prof. Hemmick gives a rapid-fire review of information regarding midterm 2 from last class. NOTE: This was recorded in a prior semester, so information may be different. Be sure to check Blackboard for the most accurate information regarding this semester's exam.",,,28,,17,Lecture,m2,,
/Simple Harmonic Motion,Recap of SHM -- Equations and Relations,"We recall from last lectures the equations governing simple harmonic motion, and the relations between variables.",,,28,,18,Lecture,10,,
/Simple Harmonic Motion,Recap of SHM -- What is omega?,"We review the value of omega in various SHM problems, as well as its relation to important variables like the maximums of x, v, and a.",,,28,,18,Lecture,10,,
/Simple Harmonic Motion,A Practice Problem,Prof. Hemmick walks us through a practice problem combining much of the information we've just learned about simple harmonic motion.,,,28,,18,Lecture,10,,
/Simple Harmonic Motion,Physical Pendulum,"The past few lectures, we've learned about torque and simple harmonic motion. After making a simple approximation, we can combine these concepts to study something called a physical pendulum.",,,28,,18,Lecture,10,,
/Exam Info/Midterm 2,Day Before Midterm 2 Info,"Prof. Hemmick briefly reviews pertinent information for midterm 2. The rules are the same as for midterm 1. However, make sure to check Blackboard for updated information for THIS year's midterm 2.",,,29,0,17,Lecture,m2,,
/Exam Info/Midterm 2 Review,Bernoulli Problem Review,Prof. Hemmick reviews a Bernoulli problem which requires the continuity equation. We set up the problem and identify our two locations of interest.,,,29,0,17,Lecture,m2,,
/Exam Info/Midterm 2 Review,Gauge Pressure vs. Absolute Pressure,We have the option to use gauge pressure or absolute pressure.  The difference between them is similar to the difference between using Celsius and Kelvin.,,,29,1,17,Lecture,m2,,
/Exam Info/Midterm 2 Review,Applying the Continuity Equation,"We now build our equation in order to solve for the velocities and pressures applied by the pump, as well as solve for how many kilograms per second.",,,29,0,17,Lecture,m2,,
/Exam Info/Midterm 2 Review,Archimedes Problem Review,"We examine a hauling boat problem in two scenarios: before it is loaded, and after it is loaded. ",,,29,0,17,Lecture,m2,,
/Exam Info/Midterm 2 Review,Archimedes Problem Part B,"We draw the free body diagram of the boat that is now loaded with coal, and examine when it would begin to sink.",,,29,0,17,Lecture,m2,,
/Exam Info/Midterm 2 Review,Torque Problem with Acceleration,Prof. Hemmick does a torque with acceleration problem which is a little bit harder than what would be found on an exam. ,,,29,,17,Lecture,m2,,
/Opening Videos,How to Make a Square Vortex Ring (Lect. 30),,,,30,0,18,Lecture,10,,
/Waves,What We've Learned (Before the Midterm),We review the difference between continuum mechanics and discrete mechanics (the restoring forces). Prof. H also covers what we learned about simple harmonic motion and restoring forces. ,,,30,0,18,Lecture,10,,
/Waves,Continuum Mechanics with Restoring Force,"Prof. H discusses the continuum of the air, and the restoring forces which cause any perturbations in air pressure to be adjusted (like  our vocal cords compressing air and making noise).",,,30,0,18,Lecture,10,,
/Waves,Waves on a String,"We can describe a wave well by examining a plucked string under tension, and we look at why the second derivative is important for describing a wave.",,,30,2,18,Lecture,10,,
/Waves,Slope of a Plucked String,Each different part of a plucked string moves differently. Prof. H draws a free body diagram of a plucked string.,,,30,0,18,Lecture,10,,
/Waves,Getting Rid of M,"We do not want to have mass in a continuum mechanics problem. Thus, we must replace it!",,,30,0,18,Lecture,10,,
/Waves,Solving the Wave Equation,"Since we found the wave equation, we want to know what the solution is. ",,,30,0,18,Lecture,10,,
/Waves,What We've Learned - SHM,"Last class, we learned about how the second derivative is important in describing a wave in simple harmonic motion, as well as how this unit applied to continuum mechanics.",,,31,0,19,Lecture,10,,
/Waves,Units of SHM,"The wave equation has derivatives with respect to x and with respect to t. Prof. H teaches us how to handle these, and how to make their units work so that LHS = RHS.",,,31,2,19,Lecture,10,,
/Waves,The Solution of the Wave Equation,The solution of the wave equation can be any function - as long as it moves with the right velocity!,,,31,0,19,Lecture,10,,
/Waves,Velocity of Waves,"The velocity of a wave is a very important value which we use for further calculations (like interference!). We go over the different wave velocities for a string, air, compression of a gas, etc.",,,31,0,19,Lecture,10,,
/Waves,The Wave Equation as a Sine Function,"Given a wave with a wavelength, we are able to construct a function of position and time in order to describe our wave. ",,,31,0,19,Lecture,10,,
/Waves,Doppler Effect,"We have all experienced the Doppler Effect at one point or another. The frequency we hear can be altered depending on if the sound source is moving towards us, or away from us.",,,31,1,19,Lecture,10,,
/Opening Videos,Veritasium - The kg is dead (Lect. 32),,,,32,0,19,Lecture,10,,
/Waves,Intensity of a Wave,"Waves transport energy, and that energy can be spread out over a large area. Prof. Hemmick talks about how the energy spreads in a sphere from a source.",,,32,1,19,Lecture,10,,
/Waves,The Decibel,The decibel has an interesting logarithmic history. Prof. Hemmick explains how the unit of sound intensity got its name.,,,32,0,19,Lecture,10,,
/Waves,Waves in Finite Media,"Prof. Hemmick explains what happens when we send waves through finite media, and shows how standing waves are created.",,,32,0,19,Lecture,10,,
/Waves,Waves at a Boundary,"Waves look differently inside a container depending on what the boundaries look like. Prof. Hemmick describes what a wave and its frequency look like at closed-closed, open-open, and closed-open boundaries. ",,,32,1,19,Lecture,10,,
/Waves,Examples of Waves at a Boundary,"There are lots of real-world examples of different boundaries, and Prof. H provides lots of musical instruments with closed boundaries, open boundaries, and open-closed boundaries. ",,,32,0,19,Lecture,10,,
/Waves/Instruments,What We Learned Last Class - Waves,"Prof. H reviews what we went over about waves, the wave equation, velocity, and what happens at different wave boundaries.",,,33,0,19,Lecture,10,,
/Waves/Instruments,A Higher Fundamental Mode,"A student shows how to play an instrument in a higher fundamental mode by placing (not pressing) his finger on the center of the string, forcing that location to have a node.",,,33,0,19,Lecture,10,,
/Waves/Instruments,Thicker and Thinner Strings,"The mass per unit length (mu) is important for determining the pitch of an instrument's strings, as demonstrated in this section.",,,33,0,19,Lecture,10,,
/Waves/Instruments,Frets and a Musical Performance,A fundamental difference between a guitar and viola/violin/cello/bass is that the former has frets to help set the string length. We also get a musical demonstration from our volunteers!,,,33,0,19,Lecture,10,,
/Waves/Instruments,Wind Instruments,"Wind instruments vary in the medium they vibrate, or create waves in; string instruments use their strings, and wind instruments use air. Prof. H demonstrates waves in a wind instrument, the flute.",,,33,2,19,Lecture,10,,
/Waves/Instruments,"Clarinet, Oboe, and Saxophone","A flute has open-open boundaries, but a clarinet, oboe, saxophone have a different type of boundary. That means changing the pitch of the instrument is a little bit different, as Prof. H demonstrates. ",,,33,1,19,Lecture,10,,
/Kinetic Gases,Equation of State,"Particles in the air push against the wall and apply pressure. However, it's difficult to describe this on a microscopic scale, so we aim to describe this on a macroscopic scale with the equation of state (ideal gas law).",,,34,0,20,Lecture,11,,
/Kinetic Gases,PV=nkT,"In order to describe the temperature, volume, number of particles, and pressure of an ideal gas, we use the ideal gas law. However, we need to use a correction factor ""R"" or ""k"" to get our answer in the correct units",,,34,1,20,Lecture,11,,
/Kinetic Gases,Units for Ideal Gas,Prof. Hemmick briefly covers the logic behind some of the units used in the ideal gas law.,,,,0,20,Lecture,11,,
/Kinetic Gases,Modeling the Ideal Gas,"We want to try to get an equation which looks like PV=nkT, so we model a system of a bunch of gas molecules hitting a wall. ",,,34,0,20,Lecture,11,,
/Kinetic Gases,Kinetic Theory,We have described the temperature of a molecule with respect to its kinetic energy. In this section we delve into the kinetic theory of gases.,,,34,1,20,Lecture,11,,
/Kinetic Gases,Shapes of Electron Clouds,"Shapes of electron ""orbits,"" better described as ""clouds"" can vary depending on the amount of valence electrons in an atom. We discuss the ramifications of this on our kinetic theory of gases. ",,,34,1,20,Lecture,11,,
/Kinetic Gases,Interlude About Wave Functions,"Prof. Hemmick talks a little bit about the wave function about how to find the probability density (not required material, but similar to what we will discuss!)",,,35,0,21,Lecture,11,,
/Kinetic Gases,Ideal Gas Law Review,We quickly go over what we've covered last class about the Ideal Gas Law. ,,,35,0,21,Lecture,11,,
/Kinetic Gases,Root Mean Square,"We want to express the velocity of our particles as an average, but some of them are negative and others are positive, which gives us a useless mean of zero! Instead, we use the root-mean-squared.",,,35,1,21,Lecture,11,,
/Kinetic Gases,"Monatomic, Diatomic, and Polyatomic Gases","From last class, we learned about the different contributors to kinetic energy. Here, Prof. Hemmick goes over translational, rotational, and vibrational kinetic energies for different types of gases.",,,35,1,21,Lecture,11,,
/Calorimetry,Heat - The Gift of Energy,"Prof. H explains the heat capacity of an ideal gas with respect to the type of particle we have: monatomic, diatomic, or polyatomic. ",,,35,1,21,Lecture,11,,
/Calorimetry,Why Aliens Won't Respect Our Science,"Our typically-used ""mCAT"" formula is fundamentally unintuitive, so much that if aliens land on our planet they will ask ""what were you thinking?""",,,35,0,21,Lecture,11,,
/Calorimetry,The Phases of Matter,"Our Q=mc Delta T formula can be used for materials that are within 1 phase. We go over how that applies to our systems, as well as cover what latent heat is. ",,,35,0,21,Lecture,11,,
/First Law of Thermo,Review of Last Class,"We briefly discuss what we covered last class for our Q=mCAT formula, as well as using latent heat to pass between phases. ",,,36,0,21,Lecture,11,,
/First Law of Thermo,Solving an Ice Problem,Prof. H proposes a question about tossing ice cubes with a temperature BELOW zero into a drink. Remember: equilibrium does not always mean that all the ice melts!,,,36,0,21,Lecture,11,,
/First Law of Thermo,Guessing our System,"There are four different scenarios which might happen when we throw ice into the water (for example, all the water might become ice!). Prof. H goes over these different possibilities and writes Q = 0 equations for them.",,,36,0,21,Lecture,11,,
/First Law of Thermo,How to Know Our Guess is Right,"Now, we have our four scenarios of putting ice into a liquid. In order to know which of our scenarios is correct, we need to recognize if our answer is correct, or completely nonsense!",,,36,0,21,Lecture,11,,
/First Law of Thermo,Exploding Buckets,"Prof. Hemmick did some crazy things as a kid. Here, he talks about creating a bucket-rocket from a cherry bomb.  ",,,36,0,22,Lecture,12,,
/First Law of Thermo,Using PV=nRT,"We take a closer look at the ideal gas law and at four possible situations: constant pressure (isobaric), constant volume (isochoric), constant temperature (isothermal), and Q=0 (adiabatic).",,,36,1,22,Lecture,12,,
/First Law of Thermo,"Internal Energy, Heat, and Work","We very frequently misuse the term ""heat,"" and Prof. Hemmick begins his discussion about how to use them correctly. ",,,,0,22,Lecture,12,,
/Ideal Gas,Work of a Gas,"Force isn't very useful when talking about a gas, so we alter our work formula. Prof. H also reviews our constant pressure, temperature, volume, and Q=0 scenarios. ",,,37,0,22,Lecture,12,,
/Ideal Gas,Delta U (Internal Energy),We can write our change in internal energy as a function of the transfer of energy from one thing to another (Q) and work done by the gas (W).,,,37,0,22,Lecture,12,,
/Ideal Gas,Heat and Internal Energy,"Prof. H dispels a common misunderstanding that temperature is related to heat, while temperature actually is related to internal energy U. ",,,37,1,22,Lecture,12,,
/Ideal Gas,More About Misconceptions,"Prof. H fields some questions about the Delta U = Q - W formula, and stresses that Q is NOT T!",,,37,0,22,Lecture,12,,
/Ideal Gas,The Table,"We create a table of expressions for work, heat transfer, and internal energy given isoP, isoT, isoV, and adiabatic processes.",,,37,1,22,Lecture,12,,
/Ideal Gas,More of the Table,Prof. Hemmick fields some questions about the table and continues to fill it out. We also examine the C_p and gamma variables more closely. ,,,37,0,22,Lecture,12,,
/Exam Info/Final,Information About the Final,Prof. Hemmick outlines what the final looked like in 2018. Make sure to check Blackboard for what THIS semester's final will look like. Many of the review recordings can be found on Blackboard. ,,,38,0,24,Lecture,f,,
/Heat Engines,Why Textbooks are Bad at Thermo,"Many textbooks struggle to teach thermodynamics to students. Prof. Hemmick explains why, and how he plans to fix it. ",,,38,0,22,Lecture,12,,
/Heat Engines,Engine - Piston in Hot and Cold,"Prof. Hemmick shows an engine made of a cylinder and piston, being placed in a hot area and a cold area, and the resulting work and heat transfer.",,,38,0,22,Lecture,12,,
/Heat Engines,Refrigerator - Piston in Hot and Cold,Prof. Hemmick explains how the gas inside the cooling tubes of a refrigerator are expanded and compressed in order to cool the inside of the refrigerator. ,,,38,0,22,Lecture,12,,
/Heat Engines,Fridge and Heat Pump,"The engine is intended to do work for us, but fridges and heat pumps we need to put work into to do what we want them to. We add the fridge and heat pump (basically a reverse fridge) to our table.",,,38,0,22,Lecture,12,,
/Heat Engines,What You Get vs. What You Paid For,We compare what we get out of these devices to what we paid for them to do it. ,,,38,0,22,Lecture,12,,
/Heat Engines,P-V Diagrams,"We draw a Pressure vs. Volume diagrams for the engine, heat pump and refrigerator, and examine what happens during each different kind of process.",,,38,0,22,Lecture,12,,
/Heat Engines,Heat Engine,Prof. H outlines a heat engine problem on a P-V graph. ,,,38,0,22,Lecture,12,,
/Exam Info/Final,Final Exam Details,"Prof. H describes the format of the upcoming final exam, along with the information students are expected to know and be prepared to answer on come exam day. Check Blackboard for THIS semester’s updated information.",,,39,0,23,Lecture,12,,
/Heat Engines,General Thermodynamic Cycles,"Prof. H distinguishes between the Engine, Fridge, and Heat Pump, giving a physical picture for how each of the three cycles accomplishes different goals. We additionally discuss important quantities for each of these cycles, namely the coefficient of performance and efficiency. ",,,39,0,23,Lecture,12,,
/Heat Engines,A Cycle Example: Part A) State Table,"Prof. H steps through a 3 process thermodynamic cycle, walking the class through how to properly combine given information to calculate unknown state variables such as P, V, and T.",,,39,0,23,Lecture,12,,
/Heat Engines,A Cycle Example: Part B) Process Table,"We shift our gaze beyond analyzing the individual states on a P-V diagram to studying the processes which take us from one state to the next. Prof. H outlines general formulas applicable for Iso P, Iso T, Iso V, and Adiabatic Processes, as well as applies these formulas to the problem. ",,,39,0,23,Lecture,12,,
/Heat Engines,A Cycle Example: Part C) Full Cycle Analysis,"Combining the information garnered from each of the three processes, Professor Hemmick elaborates on the important “Total” quantities for the full cycle. Additionally, he highlights some of the mistakes commonly made on exams when it comes to cycle problems.",,,39,0,23,Lecture,12,,
/Heat Engines,A Cycle Example: Part D) Final Evaluation,"Professor Hemmick discusses the core differences between Heat Pump and Fridges when it comes to calculate Q_H and Q_C. The meanings of these two independent variables are discussed, and are utilized to calculate the overall efficiency of the example engine.",,,39,1,23,Lecture,12,,
/Heat Engines,Class Questions,"Professor Hemmick fields questions about heat pumps, fridges, and the example problem from the class.",,,,0,23,Lecture,12,,
/Heat Engines,What about Gamma,"Hemmick speaks about how gamma, a variable which changes depending on the type of gas used in the thermodynamic cycle, ties into the previously described equations. The variable winds up rearing its head during the description of the adiabatic process.",,,,,23,Lecture,12,,
/Heat Engines,Adiabatic Process,"In order to prepare for the final, we outline a heat pump problem with an adiabatic process.",,,40,0,23,Lecture,12,,
/Heat Engines,Writing the State Table,"In order to complete the analysis of this heat pump, we write the state table from our givens to describe P, V, and T at points a, b, and c.",,,40,1,23,Lecture,12,,
/Heat Engines,Using the Adiabat Formulas,"Prof. H describes in detail specifically where, in our state table, to apply the adiabatic formulas.",,,40,0,23,Lecture,12,,
/Heat Engines,Filling Out the Process Table,"Using the information amassed from the state table, we can fill out the process table for this heat pump (W, Q, and Delta U). Prof. H goes over the sanity checks at the end of the table to see if our results make sense.",,,40,0,23,Lecture,12,,
/Heat Engines,Sanity Checks and Coefficient of Performance,"Prof. H goes over the sanity checks at the end of the table to see if our results make sense. Additionally, he calculates the coefficient of performance for this heat pump and explains what to expect out of this value for engines and refrigerators, too.",,,40,0,23,Lecture,12,,
/Heat Engines,Last Bit of PHY 131,Prof. H talks about final room assignments and wraps up PHY 131. Make sure to check Blackboard for the updated information regarding THIS semester's final exam. GOOD LUCK!!,,,40,0,24,Lecture,f,,
/Problem Solving,Unit Conversions,,https://apps.tlt.stonybrook.edu/vq/users/evannieuwenh/456/,12:01,,,,ProblemSolving,,,
/Problem Solving,Deer in the Headlights,,https://apps.tlt.stonybrook.edu/vq/users/evannieuwenh/457/,14:39,,,,ProblemSolving,,,
/Problem Solving,Race the Train,,https://apps.tlt.stonybrook.edu/vq/users/evannieuwenh/458/,9:50,,,,ProblemSolving,,,
/Problem Solving,Dukes of Hazard,,https://apps.tlt.stonybrook.edu/vq/users/evannieuwenh/459/,9:19,,,,ProblemSolving,,,
/Problem Solving,Colliding Trains,,https://apps.tlt.stonybrook.edu/vq/users/evannieuwenh/460/,17:30,,,,ProblemSolving,,,
